accuracy,alpha,batch_neg,batch_pos,embed_dim,hidden_dim,learning_rate,train_size,trial
0.752,0.0001,762,742,100,100,0.001,1504,15
0.774,0.0001,799,805,100,100,0.001,1604,15
0.784,0.0001,850,854,100,100,0.001,1704,15
0.796,0.0001,902,902,100,100,0.001,1804,15
0.812,0.0001,951,953,100,100,0.001,1904,15
0.844,0.0001,1001,1003,100,100,0.001,2004,15
0.502,0.0001,50,54,100,100,0.001,104,16
0.508,0.0001,93,111,100,100,0.001,204,16
0.51,0.0001,137,167,100,100,0.001,304,16
0.536,0.0001,195,209,100,100,0.001,404,16
0.562,0.0001,247,257,100,100,0.001,504,16
0.58,0.0001,292,312,100,100,0.001,604,16
0.586,0.0001,343,361,100,100,0.001,704,16
0.59,0.0001,396,408,100,100,0.001,804,16
0.616,0.0001,446,458,100,100,0.001,904,16
0.62,0.0001,487,517,100,100,0.001,1004,16
0.642,0.0001,545,559,100,100,0.001,1104,16
0.66,0.0001,603,601,100,100,0.001,1204,16
0.686,0.0001,651,653,100,100,0.001,1304,16
0.696,0.0001,704,700,100,100,0.001,1404,16
0.712,0.0001,752,752,100,100,0.001,1504,16
0.746,0.0001,802,802,100,100,0.001,1604,16
0.782,0.0001,841,863,100,100,0.001,1704,16
0.82,0.0001,906,898,100,100,0.001,1804,16
0.832,0.0001,959,945,100,100,0.001,1904,16
0.856,0.0001,1002,1002,100,100,0.001,2004,16
0.488,0.0001,55,49,100,100,0.001,104,17
0.496,0.0001,107,97,100,100,0.001,204,17
0.496,0.0001,150,154,100,100,0.001,304,17
0.508,0.0001,199,205,100,100,0.001,404,17
0.508,0.0001,244,260,100,100,0.001,504,17
0.516,0.0001,289,315,100,100,0.001,604,17
0.518,0.0001,345,359,100,100,0.001,704,17
0.538,0.0001,394,410,100,100,0.001,804,17
0.566,0.0001,450,454,100,100,0.001,904,17
0.596,0.0001,487,517,100,100,0.001,1004,17
0.63,0.0001,535,569,100,100,0.001,1104,17
0.642,0.0001,584,620,100,100,0.001,1204,17
0.66,0.0001,632,672,100,100,0.001,1304,17
0.674,0.0001,682,722,100,100,0.001,1404,17
0.714,0.0001,732,772,100,100,0.001,1504,17
0.734,0.0001,783,821,100,100,0.001,1604,17
0.75,0.0001,837,867,100,100,0.001,1704,17
0.778,0.0001,898,906,100,100,0.001,1804,17
0.796,0.0001,954,950,100,100,0.001,1904,17
0.818,0.0001,998,1006,100,100,0.001,2004,17
0.506,0.0001,47,57,100,100,0.001,104,18
0.518,0.0001,98,106,100,100,0.001,204,18
0.52,0.0001,149,155,100,100,0.001,304,18
0.524,0.0001,199,205,100,100,0.001,404,18
0.534,0.0001,246,258,100,100,0.001,504,18
0.552,0.0001,300,304,100,100,0.001,604,18
0.558,0.0001,350,354,100,100,0.001,704,18
0.564,0.0001,398,406,100,100,0.001,804,18
0.578,0.0001,445,459,100,100,0.001,904,18
0.59,0.0001,495,509,100,100,0.001,1004,18
0.588,0.0001,547,557,100,100,0.001,1104,18
0.604,0.0001,592,612,100,100,0.001,1204,18
0.616,0.0001,641,663,100,100,0.001,1304,18
0.632,0.0001,697,707,100,100,0.001,1404,18
0.656,0.0001,746,758,100,100,0.001,1504,18
0.684,0.0001,794,810,100,100,0.001,1604,18
0.716,0.0001,844,860,100,100,0.001,1704,18
0.744,0.0001,888,916,100,100,0.001,1804,18
0.766,0.0001,938,966,100,100,0.001,1904,18
0.782,0.0001,990,1014,100,100,0.001,2004,18
0.532,0.0001,55,49,100,100,0.001,104,19
0.526,0.0001,103,101,100,100,0.001,204,19
0.518,0.0001,159,145,100,100,0.001,304,19
0.53,0.0001,213,191,100,100,0.001,404,19
0.526,0.0001,262,242,100,100,0.001,504,19
0.542,0.0001,311,293,100,100,0.001,604,19
0.57,0.0001,355,349,100,100,0.001,704,19
0.59,0.0001,405,399,100,100,0.001,804,19
0.6,0.0001,455,449,100,100,0.001,904,19
0.61,0.0001,501,503,100,100,0.001,1004,19
0.634,0.0001,541,563,100,100,0.001,1104,19
0.65,0.0001,594,610,100,100,0.001,1204,19
0.658,0.0001,647,657,100,100,0.001,1304,19
0.678,0.0001,703,701,100,100,0.001,1404,19
0.71,0.0001,762,742,100,100,0.001,1504,19
0.724,0.0001,812,792,100,100,0.001,1604,19
0.722,0.0001,861,843,100,100,0.001,1704,19
0.74,0.0001,906,898,100,100,0.001,1804,19
0.758,0.0001,955,949,100,100,0.001,1904,19
0.784,0.0001,1013,991,100,100,0.001,2004,19
0.482,0.0001,52,52,100,100,0.001,104,20
0.48,0.0001,98,106,100,100,0.001,204,20
0.498,0.0001,154,150,100,100,0.001,304,20
0.5,0.0001,203,201,100,100,0.001,404,20
0.508,0.0001,260,244,100,100,0.001,504,20
0.53,0.0001,298,306,100,100,0.001,604,20
0.544,0.0001,349,355,100,100,0.001,704,20
0.566,0.0001,405,399,100,100,0.001,804,20
0.568,0.0001,455,449,100,100,0.001,904,20
0.572,0.0001,505,499,100,100,0.001,1004,20
0.594,0.0001,558,546,100,100,0.001,1104,20
0.62,0.0001,600,604,100,100,0.001,1204,20
0.64,0.0001,658,646,100,100,0.001,1304,20
0.654,0.0001,707,697,100,100,0.001,1404,20
0.686,0.0001,751,753,100,100,0.001,1504,20
0.726,0.0001,802,802,100,100,0.001,1604,20
0.734,0.0001,851,853,100,100,0.001,1704,20
0.754,0.0001,899,905,100,100,0.001,1804,20
0.768,0.0001,951,953,100,100,0.001,1904,20
0.784,0.0001,1007,997,100,100,0.001,2004,20
0.522,0.0001,56,48,100,100,0.01,104,1
0.56,0.0001,108,96,100,100,0.01,204,1
0.594,0.0001,154,150,100,100,0.01,304,1
0.602,0.0001,201,203,100,100,0.01,404,1
0.606,0.0001,253,251,100,100,0.01,504,1
0.646,0.0001,298,306,100,100,0.01,604,1
0.696,0.0001,350,354,100,100,0.01,704,1
0.742,0.0001,401,403,100,100,0.01,804,1
0.788,0.0001,451,453,100,100,0.01,904,1
0.854,0.0001,498,506,100,100,0.01,1004,1
0.88,0.0001,548,556,100,100,0.01,1104,1
0.896,0.0001,601,603,100,100,0.01,1204,1
0.904,0.0001,649,655,100,100,0.01,1304,1
0.916,0.0001,701,703,100,100,0.01,1404,1
0.924,0.0001,751,753,100,100,0.01,1504,1
0.93,0.0001,803,801,100,100,0.01,1604,1
0.926,0.0001,855,849,100,100,0.01,1704,1
0.928,0.0001,898,906,100,100,0.01,1804,1
0.934,0.0001,952,952,100,100,0.01,1904,1
0.94,0.0001,1009,995,100,100,0.01,2004,1
0.55,0.0001,40,64,100,100,0.01,104,2
0.57,0.0001,83,121,100,100,0.01,204,2
0.55,0.0001,138,166,100,100,0.01,304,2
0.576,0.0001,186,218,100,100,0.01,404,2
0.614,0.0001,230,274,100,100,0.01,504,2
0.67,0.0001,285,319,100,100,0.01,604,2
0.718,0.0001,343,361,100,100,0.01,704,2
0.764,0.0001,396,408,100,100,0.01,804,2
0.808,0.0001,452,452,100,100,0.01,904,2
0.842,0.0001,502,502,100,100,0.01,1004,2
0.878,0.0001,551,553,100,100,0.01,1104,2
0.914,0.0001,601,603,100,100,0.01,1204,2
0.936,0.0001,651,653,100,100,0.01,1304,2
0.944,0.0001,706,698,100,100,0.01,1404,2
0.952,0.0001,755,749,100,100,0.01,1504,2
0.96,0.0001,801,803,100,100,0.01,1604,2
0.964,0.0001,844,860,100,100,0.01,1704,2
0.966,0.0001,899,905,100,100,0.01,1804,2
0.96,0.0001,958,946,100,100,0.01,1904,2
0.964,0.0001,1007,997,100,100,0.01,2004,2
0.508,0.0001,51,53,100,100,0.01,104,3
0.578,0.0001,101,103,100,100,0.01,204,3
0.568,0.0001,153,151,100,100,0.01,304,3
0.572,0.0001,202,202,100,100,0.01,404,3
0.602,0.0001,261,243,100,100,0.01,504,3
0.658,0.0001,317,287,100,100,0.01,604,3
0.696,0.0001,366,338,100,100,0.01,704,3
0.776,0.0001,420,384,100,100,0.01,804,3
0.842,0.0001,464,440,100,100,0.01,904,3
0.878,0.0001,514,490,100,100,0.01,1004,3
0.894,0.0001,562,542,100,100,0.01,1104,3
0.914,0.0001,613,591,100,100,0.01,1204,3
0.928,0.0001,670,634,100,100,0.01,1304,3
0.948,0.0001,725,679,100,100,0.01,1404,3
0.95,0.0001,778,726,100,100,0.01,1504,3
0.958,0.0001,824,780,100,100,0.01,1604,3
0.964,0.0001,871,833,100,100,0.01,1704,3
0.958,0.0001,912,892,100,100,0.01,1804,3
0.964,0.0001,957,947,100,100,0.01,1904,3
0.972,0.0001,1004,1000,100,100,0.01,2004,3
0.534,0.0001,48,56,100,100,0.01,104,4
0.586,0.0001,104,100,100,100,0.01,204,4
0.634,0.0001,158,146,100,100,0.01,304,4
0.666,0.0001,206,198,100,100,0.01,404,4
0.672,0.0001,254,250,100,100,0.01,504,4
0.686,0.0001,311,293,100,100,0.01,604,4
0.72,0.0001,370,334,100,100,0.01,704,4
0.778,0.0001,419,385,100,100,0.01,804,4
0.792,0.0001,471,433,100,100,0.01,904,4
0.83,0.0001,513,491,100,100,0.01,1004,4
0.814,0.0001,561,543,100,100,0.01,1104,4
0.884,0.0001,614,590,100,100,0.01,1204,4
0.89,0.0001,666,638,100,100,0.01,1304,4
0.904,0.0001,717,687,100,100,0.01,1404,4
0.918,0.0001,770,734,100,100,0.01,1504,4
0.938,0.0001,826,778,100,100,0.01,1604,4
0.946,0.0001,873,831,100,100,0.01,1704,4
0.944,0.0001,922,882,100,100,0.01,1804,4
0.946,0.0001,970,934,100,100,0.01,1904,4
0.952,0.0001,1013,991,100,100,0.01,2004,4
0.532,0.0001,62,42,100,100,0.01,104,5
0.562,0.0001,114,90,100,100,0.01,204,5
0.586,0.0001,172,132,100,100,0.01,304,5
0.616,0.0001,221,183,100,100,0.01,404,5
0.62,0.0001,269,235,100,100,0.01,504,5
0.662,0.0001,330,274,100,100,0.01,604,5
0.678,0.0001,386,318,100,100,0.01,704,5
0.74,0.0001,436,368,100,100,0.01,804,5
0.8,0.0001,492,412,100,100,0.01,904,5
0.854,0.0001,543,461,100,100,0.01,1004,5
0.88,0.0001,588,516,100,100,0.01,1104,5
0.906,0.0001,633,571,100,100,0.01,1204,5
0.916,0.0001,680,624,100,100,0.01,1304,5
0.938,0.0001,722,682,100,100,0.01,1404,5
0.944,0.0001,780,724,100,100,0.01,1504,5
0.95,0.0001,823,781,100,100,0.01,1604,5
0.96,0.0001,866,838,100,100,0.01,1704,5
0.962,0.0001,917,887,100,100,0.01,1804,5
0.962,0.0001,968,936,100,100,0.01,1904,5
0.964,0.0001,1007,997,100,100,0.01,2004,5
0.558,0.0001,53,51,100,100,0.01,104,6
0.584,0.0001,102,102,100,100,0.01,204,6
0.564,0.0001,143,161,100,100,0.01,304,6
0.582,0.0001,197,207,100,100,0.01,404,6
0.604,0.0001,245,259,100,100,0.01,504,6
0.678,0.0001,294,310,100,100,0.01,604,6
0.738,0.0001,340,364,100,100,0.01,704,6
0.794,0.0001,396,408,100,100,0.01,804,6
0.832,0.0001,441,463,100,100,0.01,904,6
0.896,0.0001,491,513,100,100,0.01,1004,6
0.914,0.0001,544,560,100,100,0.01,1104,6
0.93,0.0001,594,610,100,100,0.01,1204,6
0.94,0.0001,646,658,100,100,0.01,1304,6
0.95,0.0001,703,701,100,100,0.01,1404,6
0.952,0.0001,751,753,100,100,0.01,1504,6
0.962,0.0001,807,797,100,100,0.01,1604,6
0.962,0.0001,859,845,100,100,0.01,1704,6
0.96,0.0001,910,894,100,100,0.01,1804,6
0.96,0.0001,956,948,100,100,0.01,1904,6
0.958,0.0001,1015,989,100,100,0.01,2004,6
0.544,0.0001,54,50,100,100,0.01,104,7
0.546,0.0001,100,104,100,100,0.01,204,7
0.548,0.0001,154,150,100,100,0.01,304,7
0.564,0.0001,196,208,100,100,0.01,404,7
0.594,0.0001,245,259,100,100,0.01,504,7
0.648,0.0001,307,297,100,100,0.01,604,7
0.698,0.0001,356,348,100,100,0.01,704,7
0.73,0.0001,406,398,100,100,0.01,804,7
0.776,0.0001,459,445,100,100,0.01,904,7
0.804,0.0001,501,503,100,100,0.01,1004,7
0.846,0.0001,545,559,100,100,0.01,1104,7
0.878,0.0001,590,614,100,100,0.01,1204,7
0.89,0.0001,639,665,100,100,0.01,1304,7
0.91,0.0001,678,726,100,100,0.01,1404,7
0.932,0.0001,730,774,100,100,0.01,1504,7
0.934,0.0001,786,818,100,100,0.01,1604,7
0.938,0.0001,836,868,100,100,0.01,1704,7
0.942,0.0001,877,927,100,100,0.01,1804,7
0.938,0.0001,933,971,100,100,0.01,1904,7
0.94,0.0001,992,1012,100,100,0.01,2004,7
0.556,0.0001,47,57,100,100,0.01,104,8
0.58,0.0001,97,107,100,100,0.01,204,8
0.584,0.0001,147,157,100,100,0.01,304,8
0.636,0.0001,192,212,100,100,0.01,404,8
0.624,0.0001,241,263,100,100,0.01,504,8
0.678,0.0001,288,316,100,100,0.01,604,8
0.716,0.0001,339,365,100,100,0.01,704,8
0.764,0.0001,391,413,100,100,0.01,804,8
0.796,0.0001,440,464,100,100,0.01,904,8
0.85,0.0001,490,514,100,100,0.01,1004,8
0.888,0.0001,549,555,100,100,0.01,1104,8
0.932,0.0001,594,610,100,100,0.01,1204,8
0.938,0.0001,645,659,100,100,0.01,1304,8
0.95,0.0001,691,713,100,100,0.01,1404,8
0.962,0.0001,746,758,100,100,0.01,1504,8
0.964,0.0001,805,799,100,100,0.01,1604,8
0.968,0.0001,862,842,100,100,0.01,1704,8
0.966,0.0001,920,884,100,100,0.01,1804,8
0.974,0.0001,970,934,100,100,0.01,1904,8
0.966,0.0001,1019,985,100,100,0.01,2004,8
0.564,0.0001,52,52,100,100,0.01,104,9
0.57,0.0001,98,106,100,100,0.01,204,9
0.56,0.0001,158,146,100,100,0.01,304,9
0.59,0.0001,215,189,100,100,0.01,404,9
0.654,0.0001,261,243,100,100,0.01,504,9
0.66,0.0001,301,303,100,100,0.01,604,9
0.676,0.0001,361,343,100,100,0.01,704,9
0.746,0.0001,410,394,100,100,0.01,804,9
0.8,0.0001,459,445,100,100,0.01,904,9
0.846,0.0001,510,494,100,100,0.01,1004,9
0.836,0.0001,562,542,100,100,0.01,1104,9
0.898,0.0001,614,590,100,100,0.01,1204,9
0.924,0.0001,662,642,100,100,0.01,1304,9
0.948,0.0001,709,695,100,100,0.01,1404,9
0.936,0.0001,755,749,100,100,0.01,1504,9
0.952,0.0001,802,802,100,100,0.01,1604,9
0.948,0.0001,854,850,100,100,0.01,1704,9
0.966,0.0001,908,896,100,100,0.01,1804,9
0.964,0.0001,958,946,100,100,0.01,1904,9
0.968,0.0001,1005,999,100,100,0.01,2004,9
0.522,0.0001,51,53,100,100,0.01,104,10
0.532,0.0001,106,98,100,100,0.01,204,10
0.538,0.0001,155,149,100,100,0.01,304,10
0.566,0.0001,205,199,100,100,0.01,404,10
0.598,0.0001,259,245,100,100,0.01,504,10
0.634,0.0001,312,292,100,100,0.01,604,10
0.662,0.0001,359,345,100,100,0.01,704,10
0.754,0.0001,400,404,100,100,0.01,804,10
0.778,0.0001,459,445,100,100,0.01,904,10
0.864,0.0001,513,491,100,100,0.01,1004,10
0.904,0.0001,563,541,100,100,0.01,1104,10
0.936,0.0001,610,594,100,100,0.01,1204,10
0.938,0.0001,654,650,100,100,0.01,1304,10
0.948,0.0001,700,704,100,100,0.01,1404,10
0.934,0.0001,747,757,100,100,0.01,1504,10
0.95,0.0001,793,811,100,100,0.01,1604,10
0.95,0.0001,849,855,100,100,0.01,1704,10
0.946,0.0001,897,907,100,100,0.01,1804,10
0.956,0.0001,952,952,100,100,0.01,1904,10
0.958,0.0001,1001,1003,100,100,0.01,2004,10
0.572,0.0001,58,46,100,100,0.01,104,11
0.554,0.0001,104,100,100,100,0.01,204,11
0.556,0.0001,154,150,100,100,0.01,304,11
0.6,0.0001,196,208,100,100,0.01,404,11
0.592,0.0001,247,257,100,100,0.01,504,11
0.62,0.0001,293,311,100,100,0.01,604,11
0.66,0.0001,348,356,100,100,0.01,704,11
0.726,0.0001,392,412,100,100,0.01,804,11
0.76,0.0001,444,460,100,100,0.01,904,11
0.846,0.0001,485,519,100,100,0.01,1004,11
0.884,0.0001,533,571,100,100,0.01,1104,11
0.918,0.0001,581,623,100,100,0.01,1204,11
0.928,0.0001,634,670,100,100,0.01,1304,11
0.942,0.0001,686,718,100,100,0.01,1404,11
0.948,0.0001,745,759,100,100,0.01,1504,11
0.956,0.0001,795,809,100,100,0.01,1604,11
0.962,0.0001,842,862,100,100,0.01,1704,11
0.962,0.0001,884,920,100,100,0.01,1804,11
0.966,0.0001,937,967,100,100,0.01,1904,11
0.97,0.0001,985,1019,100,100,0.01,2004,11
0.538,0.0001,52,52,100,100,0.01,104,12
0.546,0.0001,97,107,100,100,0.01,204,12
0.546,0.0001,146,158,100,100,0.01,304,12
0.556,0.0001,206,198,100,100,0.01,404,12
0.608,0.0001,249,255,100,100,0.01,504,12
0.658,0.0001,305,299,100,100,0.01,604,12
0.676,0.0001,355,349,100,100,0.01,704,12
0.742,0.0001,398,406,100,100,0.01,804,12
0.758,0.0001,457,447,100,100,0.01,904,12
0.808,0.0001,505,499,100,100,0.01,1004,12
0.85,0.0001,557,547,100,100,0.01,1104,12
0.902,0.0001,605,599,100,100,0.01,1204,12
0.934,0.0001,650,654,100,100,0.01,1304,12
0.952,0.0001,706,698,100,100,0.01,1404,12
0.956,0.0001,753,751,100,100,0.01,1504,12
0.962,0.0001,806,798,100,100,0.01,1604,12
0.962,0.0001,859,845,100,100,0.01,1704,12
0.968,0.0001,911,893,100,100,0.01,1804,12
0.968,0.0001,953,951,100,100,0.01,1904,12
0.97,0.0001,1006,998,100,100,0.01,2004,12
0.536,0.0001,52,52,100,100,0.01,104,13
0.56,0.0001,93,111,100,100,0.01,204,13
0.578,0.0001,135,169,100,100,0.01,304,13
0.61,0.0001,188,216,100,100,0.01,404,13
0.64,0.0001,238,266,100,100,0.01,504,13
0.66,0.0001,289,315,100,100,0.01,604,13
0.688,0.0001,333,371,100,100,0.01,704,13
0.77,0.0001,383,421,100,100,0.01,804,13
0.806,0.0001,438,466,100,100,0.01,904,13
0.844,0.0001,488,516,100,100,0.01,1004,13
0.868,0.0001,544,560,100,100,0.01,1104,13
0.878,0.0001,599,605,100,100,0.01,1204,13
0.898,0.0001,648,656,100,100,0.01,1304,13
0.914,0.0001,702,702,100,100,0.01,1404,13
0.926,0.0001,752,752,100,100,0.01,1504,13
0.95,0.0001,799,805,100,100,0.01,1604,13
0.95,0.0001,843,861,100,100,0.01,1704,13
0.948,0.0001,890,914,100,100,0.01,1804,13
0.956,0.0001,954,950,100,100,0.01,1904,13
0.96,0.0001,1014,990,100,100,0.01,2004,13
0.558,0.0001,56,48,100,100,0.01,104,14
0.576,0.0001,108,96,100,100,0.01,204,14
0.57,0.0001,159,145,100,100,0.01,304,14
0.592,0.0001,216,188,100,100,0.01,404,14
0.638,0.0001,269,235,100,100,0.01,504,14
0.692,0.0001,321,283,100,100,0.01,604,14
0.714,0.0001,357,347,100,100,0.01,704,14
0.754,0.0001,406,398,100,100,0.01,804,14
0.796,0.0001,458,446,100,100,0.01,904,14
0.828,0.0001,508,496,100,100,0.01,1004,14
0.858,0.0001,556,548,100,100,0.01,1104,14
0.894,0.0001,606,598,100,100,0.01,1204,14
0.918,0.0001,655,649,100,100,0.01,1304,14
0.932,0.0001,700,704,100,100,0.01,1404,14
0.95,0.0001,752,752,100,100,0.01,1504,14
0.95,0.0001,797,807,100,100,0.01,1604,14
0.954,0.0001,848,856,100,100,0.01,1704,14
0.956,0.0001,899,905,100,100,0.01,1804,14
0.956,0.0001,947,957,100,100,0.01,1904,14
0.96,0.0001,1008,996,100,100,0.01,2004,14
0.528,0.0001,53,51,100,100,0.01,104,15
0.544,0.0001,111,93,100,100,0.01,204,15
0.56,0.0001,165,139,100,100,0.01,304,15
0.592,0.0001,219,185,100,100,0.01,404,15
0.602,0.0001,269,235,100,100,0.01,504,15
0.624,0.0001,319,285,100,100,0.01,604,15
0.656,0.0001,369,335,100,100,0.01,704,15
0.696,0.0001,418,386,100,100,0.01,804,15
0.734,0.0001,473,431,100,100,0.01,904,15
0.774,0.0001,528,476,100,100,0.01,1004,15
0.822,0.0001,580,524,100,100,0.01,1104,15
0.87,0.0001,630,574,100,100,0.01,1204,15
0.898,0.0001,687,617,100,100,0.01,1304,15
0.912,0.0001,732,672,100,100,0.01,1404,15
0.944,0.0001,786,718,100,100,0.01,1504,15
0.956,0.0001,833,771,100,100,0.01,1604,15
0.958,0.0001,885,819,100,100,0.01,1704,15
0.958,0.0001,933,871,100,100,0.01,1804,15
0.964,0.0001,982,922,100,100,0.01,1904,15
0.974,0.0001,1031,973,100,100,0.01,2004,15
0.51,0.0001,45,59,100,100,0.01,104,16
0.54,0.0001,92,112,100,100,0.01,204,16
0.568,0.0001,135,169,100,100,0.01,304,16
0.594,0.0001,193,211,100,100,0.01,404,16
0.608,0.0001,247,257,100,100,0.01,504,16
0.662,0.0001,293,311,100,100,0.01,604,16
0.704,0.0001,342,362,100,100,0.01,704,16
0.742,0.0001,394,410,100,100,0.01,804,16
0.772,0.0001,442,462,100,100,0.01,904,16
0.812,0.0001,496,508,100,100,0.01,1004,16
0.842,0.0001,546,558,100,100,0.01,1104,16
0.892,0.0001,608,596,100,100,0.01,1204,16
0.922,0.0001,663,641,100,100,0.01,1304,16
0.942,0.0001,717,687,100,100,0.01,1404,16
0.948,0.0001,765,739,100,100,0.01,1504,16
0.946,0.0001,816,788,100,100,0.01,1604,16
0.952,0.0001,859,845,100,100,0.01,1704,16
0.954,0.0001,909,895,100,100,0.01,1804,16
0.958,0.0001,954,950,100,100,0.01,1904,16
0.954,0.0001,1000,1004,100,100,0.01,2004,16
0.53,0.0001,50,54,100,100,0.01,104,17
0.566,0.0001,102,102,100,100,0.01,204,17
0.574,0.0001,147,157,100,100,0.01,304,17
0.61,0.0001,195,209,100,100,0.01,404,17
0.664,0.0001,239,265,100,100,0.01,504,17
0.69,0.0001,293,311,100,100,0.01,604,17
0.744,0.0001,343,361,100,100,0.01,704,17
0.784,0.0001,384,420,100,100,0.01,804,17
0.82,0.0001,436,468,100,100,0.01,904,17
0.866,0.0001,487,517,100,100,0.01,1004,17
0.882,0.0001,532,572,100,100,0.01,1104,17
0.91,0.0001,584,620,100,100,0.01,1204,17
0.922,0.0001,640,664,100,100,0.01,1304,17
0.94,0.0001,689,715,100,100,0.01,1404,17
0.936,0.0001,751,753,100,100,0.01,1504,17
0.942,0.0001,799,805,100,100,0.01,1604,17
0.942,0.0001,854,850,100,100,0.01,1704,17
0.95,0.0001,908,896,100,100,0.01,1804,17
0.952,0.0001,952,952,100,100,0.01,1904,17
0.954,0.0001,1002,1002,100,100,0.01,2004,17
0.536,0.0001,50,54,100,100,0.01,104,18
0.542,0.0001,103,101,100,100,0.01,204,18
0.562,0.0001,158,146,100,100,0.01,304,18
0.592,0.0001,207,197,100,100,0.01,404,18
0.632,0.0001,251,253,100,100,0.01,504,18
0.666,0.0001,305,299,100,100,0.01,604,18
0.692,0.0001,359,345,100,100,0.01,704,18
0.746,0.0001,412,392,100,100,0.01,804,18
0.802,0.0001,463,441,100,100,0.01,904,18
0.866,0.0001,509,495,100,100,0.01,1004,18
0.882,0.0001,552,552,100,100,0.01,1104,18
0.912,0.0001,602,602,100,100,0.01,1204,18
0.922,0.0001,647,657,100,100,0.01,1304,18
0.952,0.0001,690,714,100,100,0.01,1404,18
0.954,0.0001,733,771,100,100,0.01,1504,18
0.952,0.0001,779,825,100,100,0.01,1604,18
0.958,0.0001,832,872,100,100,0.01,1704,18
0.968,0.0001,886,918,100,100,0.01,1804,18
0.968,0.0001,939,965,100,100,0.01,1904,18
0.968,0.0001,989,1015,100,100,0.01,2004,18
0.56,0.0001,48,56,100,100,0.01,104,19
0.55,0.0001,98,106,100,100,0.01,204,19
0.552,0.0001,141,163,100,100,0.01,304,19
0.578,0.0001,197,207,100,100,0.01,404,19
0.608,0.0001,249,255,100,100,0.01,504,19
0.668,0.0001,299,305,100,100,0.01,604,19
0.702,0.0001,351,353,100,100,0.01,704,19
0.75,0.0001,400,404,100,100,0.01,804,19
0.772,0.0001,451,453,100,100,0.01,904,19
0.826,0.0001,508,496,100,100,0.01,1004,19
0.846,0.0001,553,551,100,100,0.01,1104,19
0.888,0.0001,603,601,100,100,0.01,1204,19
0.914,0.0001,638,666,100,100,0.01,1304,19
0.918,0.0001,689,715,100,100,0.01,1404,19
0.926,0.0001,740,764,100,100,0.01,1504,19
0.934,0.0001,787,817,100,100,0.01,1604,19
0.944,0.0001,847,857,100,100,0.01,1704,19
0.946,0.0001,896,908,100,100,0.01,1804,19
0.956,0.0001,952,952,100,100,0.01,1904,19
0.952,0.0001,1006,998,100,100,0.01,2004,19
0.552,0.0001,48,56,100,100,0.01,104,20
0.538,0.0001,94,110,100,100,0.01,204,20
0.57,0.0001,139,165,100,100,0.01,304,20
0.57,0.0001,195,209,100,100,0.01,404,20
0.618,0.0001,242,262,100,100,0.01,504,20
0.66,0.0001,294,310,100,100,0.01,604,20
0.672,0.0001,344,360,100,100,0.01,704,20
0.742,0.0001,394,410,100,100,0.01,804,20
0.788,0.0001,450,454,100,100,0.01,904,20
0.818,0.0001,505,499,100,100,0.01,1004,20
0.854,0.0001,541,563,100,100,0.01,1104,20
0.898,0.0001,588,616,100,100,0.01,1204,20
0.912,0.0001,646,658,100,100,0.01,1304,20
0.928,0.0001,684,720,100,100,0.01,1404,20
0.95,0.0001,728,776,100,100,0.01,1504,20
0.954,0.0001,780,824,100,100,0.01,1604,20
0.96,0.0001,829,875,100,100,0.01,1704,20
0.966,0.0001,890,914,100,100,0.01,1804,20
0.966,0.0001,940,964,100,100,0.01,1904,20
0.968,0.0001,993,1011,100,100,0.01,2004,20
0.508,0.001,50,54,100,100,0.0001,104,1
0.51,0.001,99,105,100,100,0.0001,204,1
0.506,0.001,145,159,100,100,0.0001,304,1
0.502,0.001,198,206,100,100,0.0001,404,1
0.506,0.001,258,246,100,100,0.0001,504,1
0.506,0.001,306,298,100,100,0.0001,604,1
0.506,0.001,359,345,100,100,0.0001,704,1
0.508,0.001,408,396,100,100,0.0001,804,1
0.508,0.001,453,451,100,100,0.0001,904,1
0.506,0.001,507,497,100,100,0.0001,1004,1
0.508,0.001,558,546,100,100,0.0001,1104,1
0.508,0.001,609,595,100,100,0.0001,1204,1
0.512,0.001,651,653,100,100,0.0001,1304,1
0.518,0.001,702,702,100,100,0.0001,1404,1
0.53,0.001,761,743,100,100,0.0001,1504,1
0.532,0.001,812,792,100,100,0.0001,1604,1
0.532,0.001,857,847,100,100,0.0001,1704,1
0.538,0.001,906,898,100,100,0.0001,1804,1
0.54,0.001,951,953,100,100,0.0001,1904,1
0.542,0.001,997,1007,100,100,0.0001,2004,1
0.504,0.001,53,51,100,100,0.0001,104,2
0.504,0.001,102,102,100,100,0.0001,204,2
0.51,0.001,147,157,100,100,0.0001,304,2
0.512,0.001,195,209,100,100,0.0001,404,2
0.518,0.001,248,256,100,100,0.0001,504,2
0.516,0.001,298,306,100,100,0.0001,604,2
0.518,0.001,342,362,100,100,0.0001,704,2
0.52,0.001,389,415,100,100,0.0001,804,2
0.522,0.001,438,466,100,100,0.0001,904,2
0.52,0.001,487,517,100,100,0.0001,1004,2
0.522,0.001,539,565,100,100,0.0001,1104,2
0.52,0.001,589,615,100,100,0.0001,1204,2
0.524,0.001,642,662,100,100,0.0001,1304,2
0.528,0.001,694,710,100,100,0.0001,1404,2
0.526,0.001,747,757,100,100,0.0001,1504,2
0.526,0.001,798,806,100,100,0.0001,1604,2
0.53,0.001,839,865,100,100,0.0001,1704,2
0.53,0.001,895,909,100,100,0.0001,1804,2
