trial,embed_dim,hidden_dim,alpha,learning_rate,premack_training,equality_accuracy,premack_accuracy
8,25,25,0.1,0.01,420,0.9985,0.488
8,25,25,0.1,0.01,440,0.9985,0.489
8,25,25,0.1,0.01,460,0.9985,0.497
8,25,25,0.1,0.01,480,0.9985,0.512
8,25,25,0.1,0.01,500,0.9985,0.509
8,25,25,0.1,0.01,520,0.9985,0.512
8,25,25,0.1,0.01,540,0.9985,0.504
8,25,25,0.1,0.01,560,0.9985,0.496
8,25,25,0.1,0.01,580,0.9985,0.496
8,25,25,0.1,0.01,600,0.9985,0.495
8,25,25,0.1,0.01,620,0.9985,0.491
8,25,25,0.1,0.01,640,0.9985,0.495
8,25,25,0.1,0.01,660,0.9985,0.505
8,25,25,0.1,0.01,680,0.9985,0.524
8,25,25,0.1,0.01,700,0.9985,0.514
8,25,25,0.1,0.01,720,0.9985,0.512
8,25,25,0.1,0.01,740,0.9985,0.513
8,25,25,0.1,0.01,760,0.9985,0.511
8,25,25,0.1,0.01,780,0.9985,0.526
8,25,25,0.1,0.01,800,0.9985,0.529
8,25,25,0.1,0.01,820,0.9985,0.512
8,25,25,0.1,0.01,840,0.9985,0.495
8,25,25,0.1,0.01,860,0.9985,0.493
8,25,25,0.1,0.01,880,0.9985,0.498
8,25,25,0.1,0.01,900,0.9985,0.497
8,25,25,0.1,0.01,920,0.9985,0.492
8,25,25,0.1,0.01,940,0.9985,0.491
8,25,25,0.1,0.01,960,0.9985,0.514
8,25,25,0.1,0.01,980,0.9985,0.52
9,25,25,0.1,0.01,0,1.0,0.5
9,25,25,0.1,0.01,20,1.0,0.438
9,25,25,0.1,0.01,40,1.0,0.5
9,25,25,0.1,0.01,60,1.0,0.644
9,25,25,0.1,0.01,80,1.0,0.501
9,25,25,0.1,0.01,100,1.0,0.502
9,25,25,0.1,0.01,120,1.0,0.532
9,25,25,0.1,0.01,140,1.0,0.519
9,25,25,0.1,0.01,160,1.0,0.507
9,25,25,0.1,0.01,180,1.0,0.522
9,25,25,0.1,0.01,200,1.0,0.555
9,25,25,0.1,0.01,220,1.0,0.502
9,25,25,0.1,0.01,240,1.0,0.502
9,25,25,0.1,0.01,260,1.0,0.521
9,25,25,0.1,0.01,280,1.0,0.522
9,25,25,0.1,0.01,300,1.0,0.509
9,25,25,0.1,0.01,320,1.0,0.509
9,25,25,0.1,0.01,340,1.0,0.514
9,25,25,0.1,0.01,360,1.0,0.506
9,25,25,0.1,0.01,380,1.0,0.512
9,25,25,0.1,0.01,400,1.0,0.528
9,25,25,0.1,0.01,420,1.0,0.536
9,25,25,0.1,0.01,440,1.0,0.515
9,25,25,0.1,0.01,460,1.0,0.503
9,25,25,0.1,0.01,480,1.0,0.5
9,25,25,0.1,0.01,500,1.0,0.506
9,25,25,0.1,0.01,520,1.0,0.486
9,25,25,0.1,0.01,540,1.0,0.487
9,25,25,0.1,0.01,560,1.0,0.493
9,25,25,0.1,0.01,580,1.0,0.484
9,25,25,0.1,0.01,600,1.0,0.492
9,25,25,0.1,0.01,620,1.0,0.507
9,25,25,0.1,0.01,640,1.0,0.524
9,25,25,0.1,0.01,660,1.0,0.54
9,25,25,0.1,0.01,680,1.0,0.53
9,25,25,0.1,0.01,700,1.0,0.516
9,25,25,0.1,0.01,720,1.0,0.518
9,25,25,0.1,0.01,740,1.0,0.518
9,25,25,0.1,0.01,760,1.0,0.51
9,25,25,0.1,0.01,780,1.0,0.518
9,25,25,0.1,0.01,800,1.0,0.496
9,25,25,0.1,0.01,820,1.0,0.509
9,25,25,0.1,0.01,840,1.0,0.493
9,25,25,0.1,0.01,860,1.0,0.495
9,25,25,0.1,0.01,880,1.0,0.498
9,25,25,0.1,0.01,900,1.0,0.505
9,25,25,0.1,0.01,920,1.0,0.514
9,25,25,0.1,0.01,940,1.0,0.509
9,25,25,0.1,0.01,960,1.0,0.504
9,25,25,0.1,0.01,980,1.0,0.505
10,25,25,0.1,0.01,0,0.997,0.5
10,25,25,0.1,0.01,20,0.997,0.495
10,25,25,0.1,0.01,40,0.997,0.503
10,25,25,0.1,0.01,60,0.997,0.52
10,25,25,0.1,0.01,80,0.997,0.492
10,25,25,0.1,0.01,100,0.997,0.502
10,25,25,0.1,0.01,120,0.997,0.507
10,25,25,0.1,0.01,140,0.997,0.494
10,25,25,0.1,0.01,160,0.997,0.487
10,25,25,0.1,0.01,180,0.997,0.496
10,25,25,0.1,0.01,200,0.997,0.5
10,25,25,0.1,0.01,220,0.997,0.5
10,25,25,0.1,0.01,240,0.997,0.497
10,25,25,0.1,0.01,260,0.997,0.501
10,25,25,0.1,0.01,280,0.997,0.485
10,25,25,0.1,0.01,300,0.997,0.492
10,25,25,0.1,0.01,320,0.997,0.504
10,25,25,0.1,0.01,340,0.997,0.494
10,25,25,0.1,0.01,360,0.997,0.502
10,25,25,0.1,0.01,380,0.997,0.5
10,25,25,0.1,0.01,400,0.997,0.52
10,25,25,0.1,0.01,420,0.997,0.507
10,25,25,0.1,0.01,440,0.997,0.51
10,25,25,0.1,0.01,460,0.997,0.507
10,25,25,0.1,0.01,480,0.997,0.495
10,25,25,0.1,0.01,500,0.997,0.478
10,25,25,0.1,0.01,520,0.997,0.472
10,25,25,0.1,0.01,540,0.997,0.506
10,25,25,0.1,0.01,560,0.997,0.498
10,25,25,0.1,0.01,580,0.997,0.509
10,25,25,0.1,0.01,600,0.997,0.508
10,25,25,0.1,0.01,620,0.997,0.492
10,25,25,0.1,0.01,640,0.997,0.471
10,25,25,0.1,0.01,660,0.997,0.471
10,25,25,0.1,0.01,680,0.997,0.47
10,25,25,0.1,0.01,700,0.997,0.466
10,25,25,0.1,0.01,720,0.997,0.484
10,25,25,0.1,0.01,740,0.997,0.488
10,25,25,0.1,0.01,760,0.997,0.473
10,25,25,0.1,0.01,780,0.997,0.485
10,25,25,0.1,0.01,800,0.997,0.479
10,25,25,0.1,0.01,820,0.997,0.482
10,25,25,0.1,0.01,840,0.997,0.491
10,25,25,0.1,0.01,860,0.997,0.479
10,25,25,0.1,0.01,880,0.997,0.482
10,25,25,0.1,0.01,900,0.997,0.487
10,25,25,0.1,0.01,920,0.997,0.493
10,25,25,0.1,0.01,940,0.997,0.491
10,25,25,0.1,0.01,960,0.997,0.487
10,25,25,0.1,0.01,980,0.997,0.491
11,25,25,0.1,0.01,0,0.99,0.497
11,25,25,0.1,0.01,20,0.99,0.496
11,25,25,0.1,0.01,40,0.99,0.623
11,25,25,0.1,0.01,60,0.99,0.502
11,25,25,0.1,0.01,80,0.99,0.559
11,25,25,0.1,0.01,100,0.99,0.538
11,25,25,0.1,0.01,120,0.99,0.527
11,25,25,0.1,0.01,140,0.99,0.557
11,25,25,0.1,0.01,160,0.99,0.503
11,25,25,0.1,0.01,180,0.99,0.516
11,25,25,0.1,0.01,200,0.99,0.546
11,25,25,0.1,0.01,220,0.99,0.505
11,25,25,0.1,0.01,240,0.99,0.499
11,25,25,0.1,0.01,260,0.99,0.516
11,25,25,0.1,0.01,280,0.99,0.525
11,25,25,0.1,0.01,300,0.99,0.522
11,25,25,0.1,0.01,320,0.99,0.537
11,25,25,0.1,0.01,340,0.99,0.521
11,25,25,0.1,0.01,360,0.99,0.52
11,25,25,0.1,0.01,380,0.99,0.522
11,25,25,0.1,0.01,400,0.99,0.525
11,25,25,0.1,0.01,420,0.99,0.522
11,25,25,0.1,0.01,440,0.99,0.496
11,25,25,0.1,0.01,460,0.99,0.505
11,25,25,0.1,0.01,480,0.99,0.499
11,25,25,0.1,0.01,500,0.99,0.498
11,25,25,0.1,0.01,520,0.99,0.491
11,25,25,0.1,0.01,540,0.99,0.49
11,25,25,0.1,0.01,560,0.99,0.498
11,25,25,0.1,0.01,580,0.99,0.501
11,25,25,0.1,0.01,600,0.99,0.501
11,25,25,0.1,0.01,620,0.99,0.502
11,25,25,0.1,0.01,640,0.99,0.492
11,25,25,0.1,0.01,660,0.99,0.505
11,25,25,0.1,0.01,680,0.99,0.52
11,25,25,0.1,0.01,700,0.99,0.521
11,25,25,0.1,0.01,720,0.99,0.505
11,25,25,0.1,0.01,740,0.99,0.506
11,25,25,0.1,0.01,760,0.99,0.519
11,25,25,0.1,0.01,780,0.99,0.514
11,25,25,0.1,0.01,800,0.99,0.51
11,25,25,0.1,0.01,820,0.99,0.505
11,25,25,0.1,0.01,840,0.99,0.498
11,25,25,0.1,0.01,860,0.99,0.502
11,25,25,0.1,0.01,880,0.99,0.506
11,25,25,0.1,0.01,900,0.99,0.511
11,25,25,0.1,0.01,920,0.99,0.488
11,25,25,0.1,0.01,940,0.99,0.49
11,25,25,0.1,0.01,960,0.99,0.481
11,25,25,0.1,0.01,980,0.99,0.485
12,25,25,0.1,0.01,0,0.998,0.5
12,25,25,0.1,0.01,20,0.998,0.5
12,25,25,0.1,0.01,40,0.998,0.506
12,25,25,0.1,0.01,60,0.998,0.499
12,25,25,0.1,0.01,80,0.998,0.497
12,25,25,0.1,0.01,100,0.998,0.514
12,25,25,0.1,0.01,120,0.998,0.508
12,25,25,0.1,0.01,140,0.998,0.529
12,25,25,0.1,0.01,160,0.998,0.506
12,25,25,0.1,0.01,180,0.998,0.501
12,25,25,0.1,0.01,200,0.998,0.503
12,25,25,0.1,0.01,220,0.998,0.515
12,25,25,0.1,0.01,240,0.998,0.519
12,25,25,0.1,0.01,260,0.998,0.521
12,25,25,0.1,0.01,280,0.998,0.529
12,25,25,0.1,0.01,300,0.998,0.5
12,25,25,0.1,0.01,320,0.998,0.513
12,25,25,0.1,0.01,340,0.998,0.509
12,25,25,0.1,0.01,360,0.998,0.504
12,25,25,0.1,0.01,380,0.998,0.504
12,25,25,0.1,0.01,400,0.998,0.506
12,25,25,0.1,0.01,420,0.998,0.515
12,25,25,0.1,0.01,440,0.998,0.509
12,25,25,0.1,0.01,460,0.998,0.504
12,25,25,0.1,0.01,480,0.998,0.489
12,25,25,0.1,0.01,500,0.998,0.505
12,25,25,0.1,0.01,520,0.998,0.512
12,25,25,0.1,0.01,540,0.998,0.507
12,25,25,0.1,0.01,560,0.998,0.504
12,25,25,0.1,0.01,580,0.998,0.498
12,25,25,0.1,0.01,600,0.998,0.495
12,25,25,0.1,0.01,620,0.998,0.512
12,25,25,0.1,0.01,640,0.998,0.508
12,25,25,0.1,0.01,660,0.998,0.509
12,25,25,0.1,0.01,680,0.998,0.517
12,25,25,0.1,0.01,700,0.998,0.492
12,25,25,0.1,0.01,720,0.998,0.504
12,25,25,0.1,0.01,740,0.998,0.492
12,25,25,0.1,0.01,760,0.998,0.513
12,25,25,0.1,0.01,780,0.998,0.515
12,25,25,0.1,0.01,800,0.998,0.518
12,25,25,0.1,0.01,820,0.998,0.516
12,25,25,0.1,0.01,840,0.998,0.515
12,25,25,0.1,0.01,860,0.998,0.527
12,25,25,0.1,0.01,880,0.998,0.528
12,25,25,0.1,0.01,900,0.998,0.506
12,25,25,0.1,0.01,920,0.998,0.492
12,25,25,0.1,0.01,940,0.998,0.506
12,25,25,0.1,0.01,960,0.998,0.504
12,25,25,0.1,0.01,980,0.998,0.518
13,25,25,0.1,0.01,0,0.996,0.504
13,25,25,0.1,0.01,20,0.996,0.511
13,25,25,0.1,0.01,40,0.996,0.498
13,25,25,0.1,0.01,60,0.996,0.5
13,25,25,0.1,0.01,80,0.996,0.536
13,25,25,0.1,0.01,100,0.996,0.507
13,25,25,0.1,0.01,120,0.996,0.519
13,25,25,0.1,0.01,140,0.996,0.542
13,25,25,0.1,0.01,160,0.996,0.519
13,25,25,0.1,0.01,180,0.996,0.52
13,25,25,0.1,0.01,200,0.996,0.538
13,25,25,0.1,0.01,220,0.996,0.514
13,25,25,0.1,0.01,240,0.996,0.522
13,25,25,0.1,0.01,260,0.996,0.525
13,25,25,0.1,0.01,280,0.996,0.514
13,25,25,0.1,0.01,300,0.996,0.516
13,25,25,0.1,0.01,320,0.996,0.517
13,25,25,0.1,0.01,340,0.996,0.508
13,25,25,0.1,0.01,360,0.996,0.518
13,25,25,0.1,0.01,380,0.996,0.527
13,25,25,0.1,0.01,400,0.996,0.514
13,25,25,0.1,0.01,420,0.996,0.52
13,25,25,0.1,0.01,440,0.996,0.521
13,25,25,0.1,0.01,460,0.996,0.5
13,25,25,0.1,0.01,480,0.996,0.519
13,25,25,0.1,0.01,500,0.996,0.52
13,25,25,0.1,0.01,520,0.996,0.518
13,25,25,0.1,0.01,540,0.996,0.519
13,25,25,0.1,0.01,560,0.996,0.509
13,25,25,0.1,0.01,580,0.996,0.512
13,25,25,0.1,0.01,600,0.996,0.513
13,25,25,0.1,0.01,620,0.996,0.518
13,25,25,0.1,0.01,640,0.996,0.513
13,25,25,0.1,0.01,660,0.996,0.535
13,25,25,0.1,0.01,680,0.996,0.521
13,25,25,0.1,0.01,700,0.996,0.51
13,25,25,0.1,0.01,720,0.996,0.509
13,25,25,0.1,0.01,740,0.996,0.518
13,25,25,0.1,0.01,760,0.996,0.524
13,25,25,0.1,0.01,780,0.996,0.529
13,25,25,0.1,0.01,800,0.996,0.537
13,25,25,0.1,0.01,820,0.996,0.535
13,25,25,0.1,0.01,840,0.996,0.534
13,25,25,0.1,0.01,860,0.996,0.518
13,25,25,0.1,0.01,880,0.996,0.515
13,25,25,0.1,0.01,900,0.996,0.519
13,25,25,0.1,0.01,920,0.996,0.527
13,25,25,0.1,0.01,940,0.996,0.542
13,25,25,0.1,0.01,960,0.996,0.525
13,25,25,0.1,0.01,980,0.996,0.504
14,25,25,0.1,0.01,0,0.9975,0.5
14,25,25,0.1,0.01,20,0.9975,0.503
14,25,25,0.1,0.01,40,0.9975,0.5
14,25,25,0.1,0.01,60,0.9975,0.5
14,25,25,0.1,0.01,80,0.9975,0.541
14,25,25,0.1,0.01,100,0.9975,0.496
14,25,25,0.1,0.01,120,0.9975,0.498
14,25,25,0.1,0.01,140,0.9975,0.578
14,25,25,0.1,0.01,160,0.9975,0.523
14,25,25,0.1,0.01,180,0.9975,0.521
14,25,25,0.1,0.01,200,0.9975,0.529
14,25,25,0.1,0.01,220,0.9975,0.527
14,25,25,0.1,0.01,240,0.9975,0.513
14,25,25,0.1,0.01,260,0.9975,0.508
14,25,25,0.1,0.01,280,0.9975,0.52
14,25,25,0.1,0.01,300,0.9975,0.516
14,25,25,0.1,0.01,320,0.9975,0.51
14,25,25,0.1,0.01,340,0.9975,0.507
14,25,25,0.1,0.01,360,0.9975,0.502
14,25,25,0.1,0.01,380,0.9975,0.525
14,25,25,0.1,0.01,400,0.9975,0.515
14,25,25,0.1,0.01,420,0.9975,0.511
14,25,25,0.1,0.01,440,0.9975,0.52
14,25,25,0.1,0.01,460,0.9975,0.499
14,25,25,0.1,0.01,480,0.9975,0.51
14,25,25,0.1,0.01,500,0.9975,0.51
14,25,25,0.1,0.01,520,0.9975,0.505
14,25,25,0.1,0.01,540,0.9975,0.515
14,25,25,0.1,0.01,560,0.9975,0.505
14,25,25,0.1,0.01,580,0.9975,0.502
14,25,25,0.1,0.01,600,0.9975,0.505
14,25,25,0.1,0.01,620,0.9975,0.509
14,25,25,0.1,0.01,640,0.9975,0.514
14,25,25,0.1,0.01,660,0.9975,0.503
14,25,25,0.1,0.01,680,0.9975,0.504
14,25,25,0.1,0.01,700,0.9975,0.517
14,25,25,0.1,0.01,720,0.9975,0.504
14,25,25,0.1,0.01,740,0.9975,0.499
14,25,25,0.1,0.01,760,0.9975,0.492
14,25,25,0.1,0.01,780,0.9975,0.496
14,25,25,0.1,0.01,800,0.9975,0.501
14,25,25,0.1,0.01,820,0.9975,0.512
14,25,25,0.1,0.01,840,0.9975,0.514
14,25,25,0.1,0.01,860,0.9975,0.513
14,25,25,0.1,0.01,880,0.9975,0.507
14,25,25,0.1,0.01,900,0.9975,0.497
14,25,25,0.1,0.01,920,0.9975,0.497
14,25,25,0.1,0.01,940,0.9975,0.505
14,25,25,0.1,0.01,960,0.9975,0.497
14,25,25,0.1,0.01,980,0.9975,0.495
15,25,25,0.1,0.01,0,0.9985,0.5
15,25,25,0.1,0.01,20,0.9985,0.48
15,25,25,0.1,0.01,40,0.9985,0.5
15,25,25,0.1,0.01,60,0.9985,0.584
15,25,25,0.1,0.01,80,0.9985,0.503
15,25,25,0.1,0.01,100,0.9985,0.502
15,25,25,0.1,0.01,120,0.9985,0.537
15,25,25,0.1,0.01,140,0.9985,0.492
15,25,25,0.1,0.01,160,0.9985,0.501
15,25,25,0.1,0.01,180,0.9985,0.523
15,25,25,0.1,0.01,200,0.9985,0.522
15,25,25,0.1,0.01,220,0.9985,0.514
15,25,25,0.1,0.01,240,0.9985,0.542
15,25,25,0.1,0.01,260,0.9985,0.516
15,25,25,0.1,0.01,280,0.9985,0.513
15,25,25,0.1,0.01,300,0.9985,0.512
15,25,25,0.1,0.01,320,0.9985,0.513
15,25,25,0.1,0.01,340,0.9985,0.517
15,25,25,0.1,0.01,360,0.9985,0.507
15,25,25,0.1,0.01,380,0.9985,0.514
15,25,25,0.1,0.01,400,0.9985,0.512
15,25,25,0.1,0.01,420,0.9985,0.502
15,25,25,0.1,0.01,440,0.9985,0.506
15,25,25,0.1,0.01,460,0.9985,0.503
15,25,25,0.1,0.01,480,0.9985,0.5
15,25,25,0.1,0.01,500,0.9985,0.502
15,25,25,0.1,0.01,520,0.9985,0.501
15,25,25,0.1,0.01,540,0.9985,0.493
15,25,25,0.1,0.01,560,0.9985,0.5
15,25,25,0.1,0.01,580,0.9985,0.505
15,25,25,0.1,0.01,600,0.9985,0.518
15,25,25,0.1,0.01,620,0.9985,0.495
15,25,25,0.1,0.01,640,0.9985,0.488
15,25,25,0.1,0.01,660,0.9985,0.494
15,25,25,0.1,0.01,680,0.9985,0.489
15,25,25,0.1,0.01,700,0.9985,0.498
15,25,25,0.1,0.01,720,0.9985,0.491
15,25,25,0.1,0.01,740,0.9985,0.497
15,25,25,0.1,0.01,760,0.9985,0.508
15,25,25,0.1,0.01,780,0.9985,0.516
15,25,25,0.1,0.01,800,0.9985,0.514
15,25,25,0.1,0.01,820,0.9985,0.519
15,25,25,0.1,0.01,840,0.9985,0.522
15,25,25,0.1,0.01,860,0.9985,0.52
15,25,25,0.1,0.01,880,0.9985,0.507
15,25,25,0.1,0.01,900,0.9985,0.501
15,25,25,0.1,0.01,920,0.9985,0.499
15,25,25,0.1,0.01,940,0.9985,0.507
15,25,25,0.1,0.01,960,0.9985,0.515
15,25,25,0.1,0.01,980,0.9985,0.522
16,25,25,0.1,0.01,0,0.9965,0.5
16,25,25,0.1,0.01,20,0.9965,0.497
16,25,25,0.1,0.01,40,0.9965,0.5
16,25,25,0.1,0.01,60,0.9965,0.496
16,25,25,0.1,0.01,80,0.9965,0.541
16,25,25,0.1,0.01,100,0.9965,0.507
16,25,25,0.1,0.01,120,0.9965,0.512
16,25,25,0.1,0.01,140,0.9965,0.517
16,25,25,0.1,0.01,160,0.9965,0.526
16,25,25,0.1,0.01,180,0.9965,0.52
16,25,25,0.1,0.01,200,0.9965,0.549
16,25,25,0.1,0.01,220,0.9965,0.527
16,25,25,0.1,0.01,240,0.9965,0.53
16,25,25,0.1,0.01,260,0.9965,0.527
16,25,25,0.1,0.01,280,0.9965,0.536
16,25,25,0.1,0.01,300,0.9965,0.531
16,25,25,0.1,0.01,320,0.9965,0.535
16,25,25,0.1,0.01,340,0.9965,0.533
16,25,25,0.1,0.01,360,0.9965,0.53
16,25,25,0.1,0.01,380,0.9965,0.52
16,25,25,0.1,0.01,400,0.9965,0.531
16,25,25,0.1,0.01,420,0.9965,0.554
16,25,25,0.1,0.01,440,0.9965,0.538
16,25,25,0.1,0.01,460,0.9965,0.526
16,25,25,0.1,0.01,480,0.9965,0.504
16,25,25,0.1,0.01,500,0.9965,0.505
16,25,25,0.1,0.01,520,0.9965,0.499
16,25,25,0.1,0.01,540,0.9965,0.506
16,25,25,0.1,0.01,560,0.9965,0.509
16,25,25,0.1,0.01,580,0.9965,0.502
16,25,25,0.1,0.01,600,0.9965,0.498
16,25,25,0.1,0.01,620,0.9965,0.497
16,25,25,0.1,0.01,640,0.9965,0.498
16,25,25,0.1,0.01,660,0.9965,0.49
16,25,25,0.1,0.01,680,0.9965,0.491
16,25,25,0.1,0.01,700,0.9965,0.487
16,25,25,0.1,0.01,720,0.9965,0.492
16,25,25,0.1,0.01,740,0.9965,0.477
16,25,25,0.1,0.01,760,0.9965,0.499
16,25,25,0.1,0.01,780,0.9965,0.505
16,25,25,0.1,0.01,800,0.9965,0.515
16,25,25,0.1,0.01,820,0.9965,0.511
16,25,25,0.1,0.01,840,0.9965,0.513
16,25,25,0.1,0.01,860,0.9965,0.503
16,25,25,0.1,0.01,880,0.9965,0.483
16,25,25,0.1,0.01,900,0.9965,0.485
16,25,25,0.1,0.01,920,0.9965,0.492
16,25,25,0.1,0.01,940,0.9965,0.496
16,25,25,0.1,0.01,960,0.9965,0.49
16,25,25,0.1,0.01,980,0.9965,0.494
17,25,25,0.1,0.01,0,0.9965,0.491
17,25,25,0.1,0.01,20,0.9965,0.5
17,25,25,0.1,0.01,40,0.9965,0.499
17,25,25,0.1,0.01,60,0.9965,0.497
17,25,25,0.1,0.01,80,0.9965,0.548
17,25,25,0.1,0.01,100,0.9965,0.511
17,25,25,0.1,0.01,120,0.9965,0.53
17,25,25,0.1,0.01,140,0.9965,0.543
17,25,25,0.1,0.01,160,0.9965,0.5
17,25,25,0.1,0.01,180,0.9965,0.501
17,25,25,0.1,0.01,200,0.9965,0.484
17,25,25,0.1,0.01,220,0.9965,0.497
17,25,25,0.1,0.01,240,0.9965,0.502
17,25,25,0.1,0.01,260,0.9965,0.504
17,25,25,0.1,0.01,280,0.9965,0.5
17,25,25,0.1,0.01,300,0.9965,0.51
17,25,25,0.1,0.01,320,0.9965,0.502
17,25,25,0.1,0.01,340,0.9965,0.503
17,25,25,0.1,0.01,360,0.9965,0.49
17,25,25,0.1,0.01,380,0.9965,0.506
17,25,25,0.1,0.01,400,0.9965,0.495
17,25,25,0.1,0.01,420,0.9965,0.488
17,25,25,0.1,0.01,440,0.9965,0.505
17,25,25,0.1,0.01,460,0.9965,0.51
17,25,25,0.1,0.01,480,0.9965,0.505
17,25,25,0.1,0.01,500,0.9965,0.479
17,25,25,0.1,0.01,520,0.9965,0.5
17,25,25,0.1,0.01,540,0.9965,0.499
17,25,25,0.1,0.01,560,0.9965,0.503
17,25,25,0.1,0.01,580,0.9965,0.499
17,25,25,0.1,0.01,600,0.9965,0.498
17,25,25,0.1,0.01,620,0.9965,0.487
17,25,25,0.1,0.01,640,0.9965,0.485
17,25,25,0.1,0.01,660,0.9965,0.482
17,25,25,0.1,0.01,680,0.9965,0.488
17,25,25,0.1,0.01,700,0.9965,0.477
17,25,25,0.1,0.01,720,0.9965,0.501
17,25,25,0.1,0.01,740,0.9965,0.497
17,25,25,0.1,0.01,760,0.9965,0.507
17,25,25,0.1,0.01,780,0.9965,0.509
17,25,25,0.1,0.01,800,0.9965,0.504
17,25,25,0.1,0.01,820,0.9965,0.5
17,25,25,0.1,0.01,840,0.9965,0.504
17,25,25,0.1,0.01,860,0.9965,0.519
17,25,25,0.1,0.01,880,0.9965,0.511
17,25,25,0.1,0.01,900,0.9965,0.492
17,25,25,0.1,0.01,920,0.9965,0.485
17,25,25,0.1,0.01,940,0.9965,0.491
17,25,25,0.1,0.01,960,0.9965,0.504
17,25,25,0.1,0.01,980,0.9965,0.5
18,25,25,0.1,0.01,0,0.9965,0.497
18,25,25,0.1,0.01,20,0.9965,0.517
18,25,25,0.1,0.01,40,0.9965,0.64
18,25,25,0.1,0.01,60,0.9965,0.501
18,25,25,0.1,0.01,80,0.9965,0.585
18,25,25,0.1,0.01,100,0.9965,0.524
18,25,25,0.1,0.01,120,0.9965,0.514
18,25,25,0.1,0.01,140,0.9965,0.559
18,25,25,0.1,0.01,160,0.9965,0.512
18,25,25,0.1,0.01,180,0.9965,0.514
18,25,25,0.1,0.01,200,0.9965,0.569
18,25,25,0.1,0.01,220,0.9965,0.532
18,25,25,0.1,0.01,240,0.9965,0.546
18,25,25,0.1,0.01,260,0.9965,0.534
18,25,25,0.1,0.01,280,0.9965,0.52
18,25,25,0.1,0.01,300,0.9965,0.515
18,25,25,0.1,0.01,320,0.9965,0.547
18,25,25,0.1,0.01,340,0.9965,0.547
18,25,25,0.1,0.01,360,0.9965,0.549
18,25,25,0.1,0.01,380,0.9965,0.551
18,25,25,0.1,0.01,400,0.9965,0.527
18,25,25,0.1,0.01,420,0.9965,0.532
18,25,25,0.1,0.01,440,0.9965,0.532
18,25,25,0.1,0.01,460,0.9965,0.529
18,25,25,0.1,0.01,480,0.9965,0.529
18,25,25,0.1,0.01,500,0.9965,0.518
18,25,25,0.1,0.01,520,0.9965,0.512
18,25,25,0.1,0.01,540,0.9965,0.517
18,25,25,0.1,0.01,560,0.9965,0.516
18,25,25,0.1,0.01,580,0.9965,0.516
18,25,25,0.1,0.01,600,0.9965,0.513
18,25,25,0.1,0.01,620,0.9965,0.5
18,25,25,0.1,0.01,640,0.9965,0.504
18,25,25,0.1,0.01,660,0.9965,0.504
18,25,25,0.1,0.01,680,0.9965,0.511
18,25,25,0.1,0.01,700,0.9965,0.519
18,25,25,0.1,0.01,720,0.9965,0.515
18,25,25,0.1,0.01,740,0.9965,0.529
18,25,25,0.1,0.01,760,0.9965,0.532
18,25,25,0.1,0.01,780,0.9965,0.543
18,25,25,0.1,0.01,800,0.9965,0.542
18,25,25,0.1,0.01,820,0.9965,0.546
18,25,25,0.1,0.01,840,0.9965,0.534
18,25,25,0.1,0.01,860,0.9965,0.53
18,25,25,0.1,0.01,880,0.9965,0.53
18,25,25,0.1,0.01,900,0.9965,0.525
18,25,25,0.1,0.01,920,0.9965,0.52
18,25,25,0.1,0.01,940,0.9965,0.524
18,25,25,0.1,0.01,960,0.9965,0.523
18,25,25,0.1,0.01,980,0.9965,0.525
19,25,25,0.1,0.01,0,0.999,0.5
19,25,25,0.1,0.01,20,0.999,0.463
19,25,25,0.1,0.01,40,0.999,0.5
19,25,25,0.1,0.01,60,0.999,0.555
19,25,25,0.1,0.01,80,0.999,0.499
19,25,25,0.1,0.01,100,0.999,0.5
19,25,25,0.1,0.01,120,0.999,0.514
19,25,25,0.1,0.01,140,0.999,0.516
19,25,25,0.1,0.01,160,0.999,0.498
19,25,25,0.1,0.01,180,0.999,0.509
19,25,25,0.1,0.01,200,0.999,0.512
19,25,25,0.1,0.01,220,0.999,0.512
19,25,25,0.1,0.01,240,0.999,0.509
19,25,25,0.1,0.01,260,0.999,0.503
19,25,25,0.1,0.01,280,0.999,0.49
19,25,25,0.1,0.01,300,0.999,0.491
19,25,25,0.1,0.01,320,0.999,0.507
19,25,25,0.1,0.01,340,0.999,0.495
19,25,25,0.1,0.01,360,0.999,0.501
19,25,25,0.1,0.01,380,0.999,0.496
19,25,25,0.1,0.01,400,0.999,0.492
19,25,25,0.1,0.01,420,0.999,0.482
19,25,25,0.1,0.01,440,0.999,0.494
19,25,25,0.1,0.01,460,0.999,0.496
19,25,25,0.1,0.01,480,0.999,0.496
19,25,25,0.1,0.01,500,0.999,0.495
19,25,25,0.1,0.01,520,0.999,0.507
19,25,25,0.1,0.01,540,0.999,0.497
19,25,25,0.1,0.01,560,0.999,0.507
19,25,25,0.1,0.01,580,0.999,0.504
19,25,25,0.1,0.01,600,0.999,0.509
19,25,25,0.1,0.01,620,0.999,0.493
19,25,25,0.1,0.01,640,0.999,0.499
19,25,25,0.1,0.01,660,0.999,0.515
19,25,25,0.1,0.01,680,0.999,0.514
19,25,25,0.1,0.01,700,0.999,0.507
19,25,25,0.1,0.01,720,0.999,0.515
19,25,25,0.1,0.01,740,0.999,0.492
19,25,25,0.1,0.01,760,0.999,0.498
19,25,25,0.1,0.01,780,0.999,0.499
