accuracy,alpha,batch_neg,batch_pos,embed_dim,equality_pretrain_max_iter,equality_pretraining_accuracy,hidden_dim,learning_rate,max_equality_pretraining_trials,rep_pretrain_max_iter,rep_pretrain_tasks,train_size,trial
0.746,0.0001,375,329,25,10,0.995,50,0.01,1,10,3,704,19
0.784,0.0001,422,382,25,10,0.995,50,0.01,1,10,3,804,19
0.812,0.0001,468,436,25,10,0.995,50,0.01,1,10,3,904,19
0.83,0.0001,519,485,25,10,0.995,50,0.01,1,10,3,1004,19
0.87,0.0001,569,535,25,10,0.995,50,0.01,1,10,3,1104,19
0.918,0.0001,615,589,25,10,0.995,50,0.01,1,10,3,1204,19
0.922,0.0001,670,634,25,10,0.995,50,0.01,1,10,3,1304,19
0.932,0.0001,717,687,25,10,0.995,50,0.01,1,10,3,1404,19
0.936,0.0001,768,736,25,10,0.995,50,0.01,1,10,3,1504,19
0.94,0.0001,817,787,25,10,0.995,50,0.01,1,10,3,1604,19
0.942,0.0001,867,837,25,10,0.995,50,0.01,1,10,3,1704,19
0.942,0.0001,913,891,25,10,0.995,50,0.01,1,10,3,1804,19
0.95,0.0001,958,946,25,10,0.995,50,0.01,1,10,3,1904,19
0.492,0.0001,0,0,25,10,0.99,50,0.01,1,10,3,0,20
0.556,0.0001,56,48,25,10,0.99,50,0.01,1,10,3,104,20
0.554,0.0001,100,104,25,10,0.99,50,0.01,1,10,3,204,20
0.578,0.0001,149,155,25,10,0.99,50,0.01,1,10,3,304,20
0.568,0.0001,195,209,25,10,0.99,50,0.01,1,10,3,404,20
0.642,0.0001,244,260,25,10,0.99,50,0.01,1,10,3,504,20
0.668,0.0001,304,300,25,10,0.99,50,0.01,1,10,3,604,20
0.708,0.0001,354,350,25,10,0.99,50,0.01,1,10,3,704,20
0.722,0.0001,413,391,25,10,0.99,50,0.01,1,10,3,804,20
0.752,0.0001,460,444,25,10,0.99,50,0.01,1,10,3,904,20
0.744,0.0001,520,484,25,10,0.99,50,0.01,1,10,3,1004,20
0.804,0.0001,572,532,25,10,0.99,50,0.01,1,10,3,1104,20
0.84,0.0001,620,584,25,10,0.99,50,0.01,1,10,3,1204,20
0.862,0.0001,677,627,25,10,0.99,50,0.01,1,10,3,1304,20
0.882,0.0001,728,676,25,10,0.99,50,0.01,1,10,3,1404,20
0.902,0.0001,774,730,25,10,0.99,50,0.01,1,10,3,1504,20
0.922,0.0001,818,786,25,10,0.99,50,0.01,1,10,3,1604,20
0.936,0.0001,872,832,25,10,0.99,50,0.01,1,10,3,1704,20
0.946,0.0001,926,878,25,10,0.99,50,0.01,1,10,3,1804,20
0.954,0.0001,968,936,25,10,0.99,50,0.01,1,10,3,1904,20
