accuracy,alpha,batch_neg,batch_pos,embed_dim,equality_pretrain_max_iter,equality_pretraining_accuracy,hidden_dim,learning_rate,max_equality_pretraining_trials,rep_pretrain_max_iter,rep_pretrain_tasks,train_size,trial
0.716,0.0001,357,347,25,10,0.995,50,0.01,1,10,5,704,19
0.726,0.0001,408,396,25,10,0.995,50,0.01,1,10,5,804,19
0.788,0.0001,454,450,25,10,0.995,50,0.01,1,10,5,904,19
0.818,0.0001,508,496,25,10,0.995,50,0.01,1,10,5,1004,19
0.826,0.0001,559,545,25,10,0.995,50,0.01,1,10,5,1104,19
0.858,0.0001,604,600,25,10,0.995,50,0.01,1,10,5,1204,19
0.894,0.0001,658,646,25,10,0.995,50,0.01,1,10,5,1304,19
0.916,0.0001,703,701,25,10,0.995,50,0.01,1,10,5,1404,19
0.93,0.0001,760,744,25,10,0.995,50,0.01,1,10,5,1504,19
0.95,0.0001,808,796,25,10,0.995,50,0.01,1,10,5,1604,19
0.962,0.0001,854,850,25,10,0.995,50,0.01,1,10,5,1704,19
0.964,0.0001,897,907,25,10,0.995,50,0.01,1,10,5,1804,19
0.968,0.0001,948,956,25,10,0.995,50,0.01,1,10,5,1904,19
0.514,0.0001,0,0,25,10,0.997,50,0.01,1,10,5,0,20
0.538,0.0001,50,54,25,10,0.997,50,0.01,1,10,5,104,20
0.552,0.0001,98,106,25,10,0.997,50,0.01,1,10,5,204,20
0.574,0.0001,142,162,25,10,0.997,50,0.01,1,10,5,304,20
0.622,0.0001,190,214,25,10,0.997,50,0.01,1,10,5,404,20
0.634,0.0001,248,256,25,10,0.997,50,0.01,1,10,5,504,20
0.69,0.0001,299,305,25,10,0.997,50,0.01,1,10,5,604,20
0.782,0.0001,350,354,25,10,0.997,50,0.01,1,10,5,704,20
0.82,0.0001,396,408,25,10,0.997,50,0.01,1,10,5,804,20
0.83,0.0001,451,453,25,10,0.997,50,0.01,1,10,5,904,20
0.872,0.0001,504,500,25,10,0.997,50,0.01,1,10,5,1004,20
0.89,0.0001,555,549,25,10,0.997,50,0.01,1,10,5,1104,20
0.922,0.0001,607,597,25,10,0.997,50,0.01,1,10,5,1204,20
0.93,0.0001,665,639,25,10,0.997,50,0.01,1,10,5,1304,20
0.93,0.0001,711,693,25,10,0.997,50,0.01,1,10,5,1404,20
0.94,0.0001,763,741,25,10,0.997,50,0.01,1,10,5,1504,20
0.948,0.0001,811,793,25,10,0.997,50,0.01,1,10,5,1604,20
0.956,0.0001,856,848,25,10,0.997,50,0.01,1,10,5,1704,20
0.956,0.0001,903,901,25,10,0.997,50,0.01,1,10,5,1804,20
0.956,0.0001,954,950,25,10,0.997,50,0.01,1,10,5,1904,20
